,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
2885858,1310020H0BBAEAB,Canesten_Dual Action Crm 1%             ,1310020,H0BBAEAB,1,2.14,1.99,15
468586,1310020H0BBAHAB,Canesten_Antifungal Crm 1%              ,1310020,H0BBAHAB,1,1.85,1.73,20
240649,1310020J0AAAAAA,Econazole Nit_Crm 1%                    ,1310020,J0AAAAAA,1,3.71,3.45,30
553998,1310020J0BCAAAA,Pevaryl_Crm 1%                          ,1310020,J0BCAAAA,1,3.71,3.45,30
1737,1310020L0AAAAAA,Ketoconazole_Crm 2%                     ,1310020,L0AAAAAA,4,33.92,31.47,240
21942,1310020L0BBAAAA,Nizoral_Crm 2%                          ,1310020,L0BBAAAA,1,4.24,3.94,30
393660,1310020L0BCAAAA,Daktarin Gold_Crm 2%                    ,1310020,L0BCAAAA,1,3.42,3.18,15
2955468,1310020L0BCABAA,Daktarin Intensiv_Crm 2%                ,1310020,L0BCABAA,1,3.42,3.18,15
170,1310020N0AAAAAA,Miconazole Nit_Crm 2%                   ,1310020,N0AAAAAA,2,3.64,3.4,60
8499,1310020N0AAABAB,Miconazole Nit_Dust Pdr 2%              ,1310020,N0AAABAB,1,2.78,2.59,20
8500,1310020N0AAAEAE,Miconazole Nit_Pdr Spy 0.16% 100g CFF   ,1310020,N0AAAEAE,1,3.42,3.18,1
1739,1310020N0BBAAAA,Daktarin_Crm 2%                         ,1310020,N0BBAAAA,2,3.64,3.4,60
1614868,1310020N0BBABAB,Daktarin_Pdr 2%                         ,1310020,N0BBABAB,1,2.78,2.59,20
595984,1310020N0BBAEAA,Daktarin Aktiv_Crm 2%                   ,1310020,N0BBAEAA,1,3.48,3.24,30
13845,1310020N0BBAGAE,Daktarin Aktiv_Pdr Spy 0.16% 100g       ,1310020,N0BBAGAE,1,3.42,3.18,1
3537947,1310020Q0AAABAB,Griseofulvin_Spy 1% 20ml                ,1310020,Q0AAABAB,1,6.7,6.22,2
5584,1310020T0AAAAAA,Tioconazole_Medic Nail Lacquer 283mg/ml ,1310020,T0AAAAAA,1,28.74,26.63,12
56261,1310020T0BBAAAA,Trosyl_Nail Soln 283mg/ml + Applic      ,1310020,T0BBAAAA,1,27.38,25.37,12
2244036,1310020U0AAAAAA,Nystatin_Crm 100 000u/g                 ,1310020,U0AAAAAA,1,2.56,2.37,30
58222,1310020U0AAAEAE,Nystatin/Chlorhex HCl_Crm 100 000u/1%   ,1310020,U0AAAEAE,2,10.48,9.73,120
10163,1310020U0BCAAAE,Nystaform_Crm                           ,1310020,U0BCAAAE,1,2.62,2.44,30
5789844,1310020U0BDAAAA,Nystan_Crm 100 000u/g                   ,1310020,U0BDAAAA,1,113.32,104.98,30
2218288,1310020Y0AAABAB,Tolnaftate_Dust Pdr 1%                  ,1310020,Y0AAABAB,1,3.24,3,75
5513991,1310020Y0AAAJAJ,Tolnaftate_Spy 1% 150ml CFF             ,1310020,Y0AAAJAJ,1,46.4,42.99,4
2136571,1310020Y0BEAEAB,Scholl_Ath Foot Pdr                     ,1310020,Y0BEAEAB,1,3.24,3.01,75
523397,1310020Z0AAADAD,Zn Undecen/Undecenoic Acid_Crm 20%/5%   ,1310020,Z0AAADAD,2,8.04,7.47,100
2562447,1310020Z0AAAEAE,Zn Undecen/Undecenoic Acid_Dust Pdr 20% ,1310020,Z0AAAEAE,1,2.94,2.74,70
145063,1310020Z0BCAAAD,Mycota_Crm                              ,1310020,Z0BCAAAD,1,4.02,3.74,50
26643,1310020Z0BCABAE,Mycota_Pdr                              ,1310020,Z0BCABAE,1,2.94,2.74,70
106290,131003000BLBJA0,Blistex_Relief Crm                      ,1310030,00BLBJA0,1,3.16,2.94,10
1741,1310030C0AAAAAA,Aciclovir_Crm 5%                        ,1310030,C0AAAAAA,2,6.59,6.13,12
13848,1310030C0BBAAAA,Zovirax_Crm 5%                          ,1310030,C0BBAAAA,2,13.89,12.89,6
149611,1310030C0BBABAA,Zovirax_Cold Sore Crm 5%                ,1310030,C0BBABAA,1,3.96,3.68,2
552765,1310030C0BFAAAA,Virasorb_Cold Sore Crm 5%               ,1310030,C0BFAAAA,1,3,2.79,2
1779584,1310030C0BNAAAA,Cymex Ultra_Crm 5%                      ,1310030,C0BNAAAA,3,20.35,18.88,10
505820,1310030C0BRAAAA,Lipsore_Crm 5%                          ,1310030,C0BRAAAA,1,1.11,1.04,2
61507,1310030L0AAAAAA,Penciclovir_Crm 1%                      ,1310030,L0AAAAAA,2,7.4,6.88,4
4444868,1310030L0BCAAAA,Fenistil_Cold Sore Crm 1%               ,1310030,L0BCAAAA,1,7.4,6.87,4
8868392,131004000BPADA0,Delacet_Herbal Head Lice Soln           ,1310040,00BPADA0,1,7.87,7.3,100
18242,1310040M0AAADAD,Malathion_Aq Lot 0.5%                   ,1310040,M0AAADAD,1,3.89,3.62,50
118189,1310040M0BBAAAD,Derbac-M_Liq 0.5%                       ,1310040,M0BBAAAD,4,35.05,32.51,700
1742,1310040Q0AAAAAA,Permethrin_Creme Rinse 1%               ,1310040,Q0AAAAAA,1,6.79,6.3,118
1743,1310040Q0AAABAB,Permethrin_Crm 5%                       ,1310040,Q0AAABAB,2,22.38,20.75,90
118191,1310040Q0BBAAAA,Lyclear_Creme Rinse 1%                  ,1310040,Q0BBAAAA,1,8.4,7.79,118
1744,1310040Q0BBABAB,Lyclear_Dermal Crm 5%                   ,1310040,Q0BBABAB,1,5.71,5.3,30
171,1310040V0AAAAAA,Dimeticone_Lot 4%                       ,1310040,V0AAAAAA,1,7.13,6.62,150
58229,1310040V0AAAEAE,Dimeticone_Soln Spy 4% 120ml            ,1310040,V0AAAEAE,1,7.33,6.8,1
98565,1310040V0BBAAAA,Hedrin_Lot 4%                           ,1310040,V0BBAAAA,2,10.19,9.47,200
204697,1310040V0BBAEAE,Hedrin_Soln Spy 4% 120ml                ,1310040,V0BBAEAE,1,7.33,6.8,1
3669705,131005000BBADAD,Antipeol_Oint                           ,1310050,00BBADAD,2,4.58,4.26,74
2391333,131005000BBAYA0,Germolene_Antis Crm                     ,1310050,00BBAYA0,1,1.21,1.13,30
89194,1310050D0AAAAAA,Cetrimide_Crm 0.5%                      ,1310050,D0AAAAAA,1,2.75,2.56,50
330151,1310050D0AAADAD,Chlorhex Glucon/Cetrimide_Crm 0.1%/0.5% ,1310050,D0AAADAD,1,0.9,0.85,15
78550,1310050D0BCAAAA,Cetavlex_Crm 0.5%                       ,1310050,D0BCAAAA,1,2.75,2.56,50
5588,1310050D0BIAAAD,Savlon_Antis Crm                        ,1310050,D0BIAAAD,1,1.91,1.78,60
374418,1310050H0AAAAAA,Hydrogen Per_Crm 1%                     ,1310050,H0AAAAAA,1,16.14,14.96,50
10167,1310050H0BBABAA,Crystacide_Crm 1%                       ,1310050,H0BBABAA,1,11.62,10.78,40
698557,1310050J0AAAAAA,Chlorhex Glucon_Clr Gel 0.5%            ,1310050,J0AAAAAA,1,2.97,2.76,30
817751,1310050J0AAACAC,Gppe Crm_Acriflex                       ,1310050,J0AAACAC,1,1.9,1.77,30
5713943,1310050J0BCAAAA,Cepton_Clr Gel                          ,1310050,J0BCAAAA,1,2.97,2.76,30
98566,1310050J0BDAAAC,Acriflex_Crm                            ,1310050,J0BDAAAC,2,7.6,7.06,120
960857,1310050K0AAAAAA,Dibromprop Iset_Crm 0.15%               ,1310050,K0AAAAAA,1,5.12,4.75,100
489811,1310050K0BBAAAA,Brulidine_Crm 0.15%                     ,1310050,K0BBAAAA,1,5.12,4.75,100
593,1310050M0AAAAAA,Mag Sulf_Paste                          ,1310050,M0AAAAAA,1,2.48,2.31,50
3772372,1310050P0AAADAD,Phenol/Chlorhex Glucon_Crm 1.2%/0.25%   ,1310050,P0AAADAD,2,2.42,2.27,60
291419,1310050W0AAAAAA,Chlorhex HCl_Crm 0.5%                   ,1310050,W0AAAAAA,1,2.17,2.02,30
8910959,131101000BMANA0,Readiwash_Foam Aero 200ml               ,1311010,00BMANA0,1,1.4,1.31,1
909666,131101000BMAPA0,Cutan_Hand Sanitiser Foam               ,1311010,00BMAPA0,2,7.42,26.9,800
602137,1311010A0AAAAAA,Ims_                                    ,1311010,A0AAAAAA,1,12.87,11.93,3000
327784,1311010A0AAABAB,Surg_Spt                                ,1311010,A0AAABAB,1,2.88,2.78,500
2043599,1311010A0AAADAD,Ims_70%                                 ,1311010,A0AAADAD,1,6.3,5.85,600
1979154,1311010A0BDAAAK,Spirigel_Alcohol Hand Gel               ,1311010,A0BDAAAK,1,7.16,6.64,500
41487,1311010I0AAAAAA,Isopropyl Alcohol_                      ,1311010,I0AAAAAA,1,6.34,5.89,500
2127393,1311010I0AAABAB,Isopropyl Alcohol_70%                   ,1311010,I0AAABAB,1,9.06,8.4,1000
2357440,1311010S0AAADAD,Sod Chlor_Soln 0.9%                     ,1311010,S0AAADAD,1,102.1,94.59,100
991515,1311020G0AAAHAH,Chlorhex Acet_Dust Pdr 1%               ,1311020,G0AAAHAH,1,5.47,5.08,15
1747530,1311020G0BCASAM,Baxter_Chlorhex Acet Top Irrig 0.05% 1L ,1311020,G0BCASAM,1,7,6.5,2
3563089,1311020G0BEAAAH,Cx_Antis Dust Pdr 1%                    ,1311020,G0BEAAAH,1,10.94,10.15,30
499129,1311020L0AAA2A2,Chlorhex Glucon/Cetrimide_Liq 0.3%/3%   ,1311020,L0AAA2A2,1,13.9,12.89,500
123318,1311020L0AAAFAF,Chlorhex Glucon_Crm 1%                  ,1311020,L0AAAFAF,2,33.9,31.43,500
28393,1311020L0AAAGAG,Chlorhex Glucon_Soln 0.05% 25ml Sach    ,1311020,L0AAAGAG,1,0.22,0.2,1
1963532,1311020L0AAAHAH,Chlorhex Glucon_Soln 0.05% 100ml Sach   ,1311020,L0AAAHAH,1,20.49,18.99,30
12082,1311020L0AAAIAI,Chlorhex Glucon_Soln 4%                 ,1311020,L0AAAIAI,1,25.5,23.63,1500
1751765,1311020L0AAAKAK,Chlorhex Glucon_Soln 5%                 ,1311020,L0AAAKAK,1,14.5,13.44,5000
4040,1311020L0AAALAL,Chlorhex Glucon_Soln 0.5%               ,1311020,L0AAALAL,3,14.16,13.15,1800
80768,1311020L0AAANAN,Chlorhex Glucon_Soln 1%                 ,1311020,L0AAANAN,2,62.9,58.28,300
388480,1311020L0AAAPAP,Chlorhex Glucon_Soln 0.02%              ,1311020,L0AAAPAP,1,2.8,2.61,2
1252117,1311020L0AAAWAW,Chlorhex/Cetrimide_Sach 0.015/0.15%100ml,1311020,L0AAAWAW,1,13.7,12.7,20
290084,1311020L0AAAXAX,Chlorhex/Cetrimide_Sach 0.015/0.15% 25ml,1311020,L0AAAXAX,4,5.96,5.52,28
6943,1311020L0AABSBS,Chlorhex Glucon/Isopropyl Alc_Soln2%/70%,1311020,L0AABSBS,1,60,55.59,200
1745,1311020L0BEAAAI,HiBiScrub_Soln 4%                       ,1311020,L0BEAAAI,1,8.5,7.89,500
19963,1311020L0BFAAAL,HiBi_Liquid Hand Rub+ Soln 0.5%         ,1311020,L0BFAAAL,1,5.25,4.88,500
2465597,1311020L0BGADAF,Hibitane_Obstetric Crm                  ,1311020,L0BGADAF,1,16.95,15.71,250
412844,1311020L0BGAFAK,HiBiTane Plus_Conc 5%                   ,1311020,L0BGAFAK,1,14.5,13.44,5000
104875,1311020L0BJAAAG,Sterets Unisept_Soln 25ml Sach          ,1311020,L0BJAAAG,2,11.08,10.28,50
559596,1311020L0BJABAH,Sterets Unisept_Soln 100ml Sach         ,1311020,L0BJABAH,1,13.66,12.67,20
30057,1311020L0BKAAAN,Cepton_Medic Skin Wsh 1%                ,1311020,L0BKAAAN,1,31.45,29.14,150
66333,1311020L0BNABAI,Hydrex_Surg Scrub                       ,1311020,L0BNABAI,1,4.3,4,250
2198763,1311020L0BNACAL,Hydrex_Chlorhex Clr                     ,1311020,L0BNACAL,1,4.72,4.38,600
116848,1311020L0BNADAL,Hydrex_Chlorhex Pink                    ,1311020,L0BNADAL,1,4.72,4.38,600
1535277,1311020L0BRAAAW,Sterets Tisept_Soln 100ml Sach          ,1311020,L0BRAAAW,1,13.7,12.7,20
290085,1311020L0BRABAX,Sterets Tisept_Soln 25ml Sach           ,1311020,L0BRABAX,4,1.06,0.98,5
6295551,1311020L0BSAIA2,Savlon_Disinfectant Liq                 ,1311020,L0BSAIA2,1,1.32,1.24,500
47390,1311020L0CFAABN,Quinoderm_A-Bact Face Wsh               ,1311020,L0CFAABN,1,4.34,4.03,300
559597,1311020L0CHAABS,ChloraPrep_Soln Applic 3ml              ,1311020,L0CHAABS,1,21.25,19.7,25
5978802,1311020L0CHABBS,ChloraPrep_Soln Applic 0.67ml           ,1311020,L0CHABBS,1,60,55.59,200
21953,1311020L0CHACBS,ChloraPrep_Soln Applic 1.5ml            ,1311020,L0CHACBS,1,22,20.39,40
5022293,1311020L0CHAEBS,ChloraPrep_Soln Applic 26ml             ,1311020,L0CHAEBS,1,325,301.05,50
7048801,1311020L0CHAFBS,ChloraPrep_With Tint Soln Applic 3ml    ,1311020,L0CHAFBS,1,22.31,20.68,25
3860955,1311020L0CHAHBS,ChloraPrep_With Tint Soln Applic 26ml   ,1311020,L0CHAHBS,1,170.75,204.31,25
19964,1311030A0BGACA0,Cetaphil_Gentle Skin Cleanser           ,1311030,A0BGACA0,1,5.06,4.7,236
4041,1311030A0BGADA0,Cetaphil_Moist Crm                      ,1311030,A0BGADA0,1,23.28,21.58,400
38428,1311030A0BGAEA0,Cetaphil_Moist Lot                      ,1311030,A0BGAEA0,2,10.12,9.4,472
4962710,1311040I0AAADAD,Iodine_Soln Alcoholic                   ,1311040,I0AAADAD,1,0.79,0.74,25
244864,1311040K0AAABAB,Povidone-Iodine_Pdr Spy 2.5% 100ml      ,1311040,K0AAABAB,3,29.85,27.69,3
361171,1311040K0AAAFAF,Povidone-Iodine_Alcoholic Soln 10%      ,1311040,K0AAAFAF,1,7.67,7.12,500
295122,1311040K0AAAKAK,Povidone-Iodine_Surg Scrub 7.5%         ,1311040,K0AAAKAK,1,7.67,7.1,500
9260941,1311040K0AAASAS,Povidone-Iodine_Pdr Spy 1.14% 50ml      ,1311040,K0AAASAS,1,5.02,4.66,2
239709,1311040K0AAATAT,Povidone-Iodine_Soln 10%                ,1311040,K0AAATAT,1,7.67,7.12,500
42870,1311040K0BBAAAT,Videne_Antis Soln 10%                   ,1311040,K0BBAAAT,1,7.67,7.12,500
4131750,1311040K0BBABAF,Videne_Alcoholic Tinct 10%              ,1311040,K0BBABAF,1,7.67,7.12,500
34853,1311040K0BBADAK,Videne_Surg Scrub                       ,1311040,K0BBADAK,1,7.67,7.12,500
15447,1311040K0BCAAAB,Betadine_Pdr A/Spy 2.5% 100ml           ,1311040,K0BCAAAB,1,19.9,18.45,2
8023056,1311040K0BCAGAK,Betadine_Surg Scrub 7.5%                ,1311040,K0BCAGAK,3,0.3,0.28,3
4197616,1311040K0BEABAS,Savlon Dry_Antis Pdr A/Spy 1.14% 50ml   ,1311040,K0BEABAS,1,2.51,2.34,1
1717275,1311040T0AABABA,Sod Hypochlorite_Soln 2%                ,1311040,T0AABABA,2,4.54,4.23,2000
376365,1311040T0BCAABA,Milton No.2_Sterilising Fluid           ,1311040,T0BCAABA,1,1.14,1.17,500
1692711,1311050E0AAACAC,Chloroxylenol_Soln 4.8%                 ,1311050,E0AAACAC,1,4.38,4.07,1000
72894,1311050E0BBABAC,Dettol_Liq                              ,1311050,E0BBABAC,1,3.02,2.81,500
341378,1311050E0BBACAD,Dettol_Antis Crm                        ,1311050,E0BBACAD,1,2.82,2.62,60
1269350,1311050P0AAABAB,Phenol Liquefied_                       ,1311050,P0AAABAB,1,22.98,21.29,500
49247,1311050R0BCAAA0,T.C.P._Liq                              ,1311050,R0BCAAA0,1,3.22,3,200
799811,1311050U0AAAIAI,Triclosan_Liq 1%                        ,1311050,U0AAAIAI,2,15.52,14.4,1000
454263,1311050U0BQAAAI,Skinsan_Skin Cleanser 1%                ,1311050,U0BQAAAI,1,7.76,7.2,500
336687,1311060I0AAABAB,Hydrogen Per_Soln 10vols/3%             ,1311060,I0AAABAB,3,1.8,1.7,600
42871,1311060I0AAACAC,Hydrogen Per_Soln 20vols/6%             ,1311060,I0AAACAC,1,0.64,0.61,200
9364532,1311060I0AAADAD,Hydrogen Per_Soln 30vols/9%             ,1311060,I0AAADAD,1,0.69,0.65,200
8504,1311060Q0AAACAC,Pot Permanganate_Cutaneous Soln Tab400mg,1311060,Q0AAACAC,1,8.75,8.22,15
6945,1311060Q0BBAAAC,Permitabs_Tab 400mg                     ,1311060,Q0BBAAAC,1,17.5,16.22,30
3277634,1311070S0BBAYAA,Larvae_100 Boot Pack                    ,1311070,S0BBAYAA,1,163.68,151.61,1
558274,1311070S0BDAAAA,BioBag_400 Dress Kit 10cm x 10cm        ,1311070,S0BDAAAA,2,612.78,567.64,2
1297735,1311070S0BDABAA,BioBag_300 Dress Kit 6cm x 12cm         ,1311070,S0BDABAA,1,285.93,264.86,1
1309083,1311070S0BDACAA,BioBag_200 Dress Kit 5cm x 6cm          ,1311070,S0BDACAA,2,510.48,472.88,2
58232,1311070S0BDADAA,BioBag_100 Dress Kit 4cm x 5cm          ,1311070,S0BDADAA,1,234.78,217.48,1
45040,1311070S0BDAEAA,BioBag_50 Dress Kit 2.5cm x 4cm         ,1311070,S0BDAEAA,1,408.18,378.1,2
1594425,1311070S0BEAAAA,Larvae 100_                             ,1311070,S0BEAAAA,1,104.86,97.14,1
1594426,1311070S0BFAAAA,Larvae 200_                             ,1311070,S0BFAAAA,1,120.2,111.35,1
5688280,131200000BBACA0,Triple Dry Anti-perspirant_Roll On      ,1312000,00BBACA0,1,4.6,4.27,50
18243,1312000C0AAASAS,Alum Chlor_Soln 20%                     ,1312000,C0AAASAS,1,2.51,2.34,60
47392,1312000C0AAAWAW,Alum Chlor_Spy 20% 30ml                 ,1312000,C0AAAWAW,1,13.38,12.41,2
4042,1312000C0BBAAAS,Anhydrol Fte_A-Pers Soln 20%            ,1312000,C0BBAAAS,1,2.51,2.34,60
12084,1312000C0BCAAAS,Driclor_A-Pers Soln 20%                 ,1312000,C0BCAAAS,1,3.01,2.8,75
547499,1312000C0BDACAW,Odaban_A-Pers P/Spy 20% 30ml            ,1312000,C0BDACAW,1,6.69,6.21,1
3134605,1312000G0AAAAAA,Glycopyrronium Brom_Iontophoresis Pdr   ,1312000,G0AAAAAA,1,109,101.08,1
7753185,1312000G0AAADAD,Glycopyrronium Brom_Soln 1%             ,1312000,G0AAADAD,1,375.48,347.81,15
8345085,1312000G0AAAFAF,Glycopyrronium Brom_Top Soln 0.1%       ,1312000,G0AAAFAF,1,281.89,261.12,200
5604705,1312000G0AAAIAI,Glycopyrronium Brom_Soln 0.5%           ,1312000,G0AAAIAI,1,570.16,528.14,200
1025777,1312000G0AAAMAM,Glycopyrronium Brom_Crm 1%              ,1312000,G0AAAMAM,1,282.46,261.65,100
8244267,1312000G0AAATAT,Glycopyrronium Brom_Crm 4%              ,1312000,G0AAATAT,1,837.06,775.36,100
1025778,1312000G0AAAUAU,Glycopyrronium Brom_Aq Crm 2%           ,1312000,G0AAAUAU,1,200.11,185.37,100
2150182,1312000G0AAAZAZ,Glycopyrronium Brom0.5%/Cetomacrogol_Crm,1312000,G0AAAZAZ,1,421.82,390.74,60
1354361,1312000G0AABCBC,Glycopyrronium Brom_Top Soln 0.05%      ,1312000,G0AABCBC,1,125.74,116.48,2000
4770656,1312000G0AABFBF,Glycopyrronium Brom 2%/Unguentum M_Crm  ,1312000,G0AABFBF,1,445.95,413.09,50
913101,1312000G0AABGBG,Glycopyrronium Brom 2%/Cetomacrogol_Crm ,1312000,G0AABGBG,1,266.4,246.77,30
1746,1313010S0BBAAA0,Zipzoc_Zn Ox Impregnated Medic Stkn     ,1313010,S0BBAAA0,3,104.1,96.46,30
2620526,131400000BLBDA0,Snowfire_Healing Tab                    ,1314000,00BLBDA0,1,13.32,12.35,4
1747,1314000H0AAAAAA,Heparinoid_Crm 0.3%                     ,1314000,H0AAAAAA,1,3.99,3.71,50
24811,1314000H0AAABAB,Heparinoid_Gel 0.3%                     ,1314000,H0AAABAB,2,11.97,11.11,150
10169,1314000H0BBAAAA,Hirudoid_Crm 0.3%                       ,1314000,H0BBAAAA,1,3.99,3.71,50
12085,1314000H0BBABAB,Hirudoid_Gel 0.3%                       ,1314000,H0BBABAB,2,7.98,7.42,100
6354324,131500000AABSBS,Monobenzone/Aq_Crm 20%                  ,1315000,00AABSBS,1,372.91,345.43,20
519099,131500000AABTBT,Monobenzone/Aq_Crm 10%                  ,1315000,00AABTBT,1,445.33,412.51,100
164864,131500000AABWBW,Monobenzone 30%/Cetomacrogol_Crm (For A),1315000,00AABWBW,1,648.36,600.58,200
6076059,131500000AABXBX,Monobenzone 40%/Cetomacrogol_Crm (For A),1315000,00AABXBX,1,398.65,369.27,100
6592042,131500000BBNAA0,Tri-Luma_Crm                            ,1315000,00BBNAA0,1,430.73,398.99,30
665371,131500000BBNCA0,Lipikar Baume AP+Lipid-Replenishing_Balm,1315000,00BBNCA0,1,14.58,13.52,400
1568395,131500000BBNEA0,MooGoo_Scalp Crm                        ,1315000,00BBNEA0,1,8.05,7.47,270
580101,131500000BBNFA0,MooGoo_Skin Milk Udder Crm              ,1315000,00BBNFA0,1,4.02,23.74,120
692930,131500000BBNGA0,MooGoo_Irritable Skin Balm              ,1315000,00BBNGA0,1,8.15,7.56,270
3889777,1315000G0AAALAL,Hydroquinone_Crm 4%                     ,1315000,G0AAALAL,1,131.51,121.83,60
4977117,1315000G0AAAWAW,Hydroquinone_Crm 2%                     ,1315000,G0AAAWAW,1,362.79,336.06,30
676554,1315000G0BLAAA0,Pigmanorm_Crm                           ,1315000,G0BLAAA0,2,228.14,211.35,30
349671,140400030AAACAC,Hepat A_Vac 1440u/ml 1ml Pfs            ,1404000,30AAACAC,1,22.14,20.52,1
523401,140400030AAADAD,Hepat A_Vac 1440u/ml 0.5ml Pfs          ,1404000,30AAADAD,1,16.77,15.55,1
578825,140400030AAAEAE,Hepat A_Vac 320u/ml 0.5ml Pfs           ,1404000,30AAAEAE,1,18.1,16.78,1
723710,140400030AAAFAF,Hepat A_Vac 50u/ml 0.5ml Pfs            ,1404000,30AAAFAF,4,58.96,54.66,4
578826,140400030AAAGAG,Hepat A_Vac 50u/ml 1ml Pfs              ,1404000,30AAAGAG,7,126.7,117.45,7
5526602,140400030AAAIAI,Hepat A_Vac 48u/ml 0.5ml Pfs            ,1404000,30AAAIAI,1,23.81,22.07,1
578827,140400030AAAJAJ,Hepat A_Vac 50u/ml 0.5ml Vl             ,1404000,30AAAJAJ,1,16.77,15.55,1
881090,140400030AAAKAK,Hepat A_Vac 50u/ml 1ml Vl               ,1404000,30AAAKAK,2,36.2,33.56,2
6950,140400030BBACAC,Havrix Monodose_Vac 1440u/ml 1ml Pfs    ,1404000,30BBACAC,11,243.57,225.61,11
1750,140400030BBADAD,Havrix Jnr Monodose_Vac 720u/0.5ml Pfs  ,1404000,30BBADAD,2,33.54,31.07,2
528566,140400030BBAEAK,Havrix Monodose_Vac 50u/ml 1ml Vl       ,1404000,30BBAEAK,1,22.14,20.52,1
31740,140400030BBAFAJ,Havrix Jnr Monodose_Vac 50u/ml 0.5ml Vl ,1404000,30BBAFAJ,1,16.77,15.53,1
4048,140400030BCAAAE,Avaxim_Vac 320u/ml 0.5ml Pfs            ,1404000,30BCAAAE,6,108.6,100.61,6
33422,140400030BDAAAF,VAQTA_Vac Paed 50u/ml 0.5ml Pfs         ,1404000,30BDAAAF,1,14.74,13.65,1
36397,140400030BDABAG,VAQTA_Vac Adult 50u/ml 1ml Pfs          ,1404000,30BDABAG,8,144.8,134.13,8
332252,140400030BDADAK,VAQTA_Vac Adult 50u/ml 1ml Vl           ,1404000,30BDADAK,2,36.2,33.53,2
42878,140400030BEAAAI,Epaxal_Vac 24u/0.5ml Pfs                ,1404000,30BEAAAI,4,95.24,88.22,4
10176,140400050AAABAB,Varicella_Vac Live 0.5ml Vl + Dil       ,1404000,50AAABAB,2,121.12,112.24,4
1063086,140400050BBAAAB,Varilrix_Vac 0.5ml Vl + Dil             ,1404000,50BBAAAB,1,54.62,50.59,2
858013,140400050BCAAAB,Varivax_Vac 0.5ml Vl + Dil              ,1404000,50BCAAAB,1,30.28,28.05,1
3700648,140400070AAABAB,Hepat A/B_Vac 720u/20mcg/ml 0.5mlPfs    ,1404000,70AAABAB,1,20.79,19.27,1
5597,140400070BBAAAA,Twinrix Adult_Vac 720u/20mcg/ml 1ml Pfs ,1404000,70BBAAAA,3,99.93,92.56,3
1751,140400070BBABAB,Twinrix Paed_Vac 720u/20mcg/ml 0.5ml Pfs,1404000,70BBABAB,1,20.79,19.26,1
164871,140400070BCAAAA,Ambirix_Vac 720u/20mcg/ml 1ml Pfs       ,1404000,70BCAAAA,4,124.72,115.52,4
9207449,1404000AABDAAA0,TicoVac_Vac 0.5ml Pfs                   ,1404000,AABDAAA0,1,32,29.65,1
455912,1404000ABBDAAA0,Ixiaro_Vac 0.5ml Pfs                    ,1404000,ABBDAAA0,1,119,110.24,2
1309085,1404000ACBCAAA0,Pediacel_Vac 0.5ml Vl                   ,1404000,ACBCAAA0,1,32,29.64,1
519100,1404000ADAAABAB,Hepat A/Typh_Vac 160u/25mcg/ml 1ml Pfs  ,1404000,ADAAABAB,1,29.8,27.62,1
127329,1404000ADBBAAAA,Hepatyrix_Vac 1440u/25mcg/ml 1ml Pfs    ,1404000,ADBBAAAA,17,632.57,585.93,17
5590,1404000ADBCAAAB,ViATIM_Vac D/Chamber 160u/25mcg 1ml Pfs ,1404000,ADBCAAAB,2,59.6,55.21,2
147765,1404000AFAAAAAA,Haemoph Influenzae B/Meningoc C_Vac0.5ml,1404000,AFAAAAAA,2,75.52,70,2
19969,1404000AFBBAAAA,Menitorix_Vac Vl + 0.5ml Dil            ,1404000,AFBBAAAA,2,75.52,70,2
8397183,1404000AGAAABAB,Rotavirus_Live (Oral) Vac Susp 1.5ml Pfs,1404000,AGAAABAB,3,104.28,96.6,3
1147417,1404000AGBBABAB,Rotarix_Live Vac Oral Susp 1.5ml Pfs    ,1404000,AGBBABAB,3,104.28,96.63,3
399394,1404000AHAAAAAA,HPV (Type 6 11 16 18)_Vac 0.5ml Pfs     ,1404000,AHAAAAAA,1,86.5,80.12,1
361175,1404000AHBBAAAA,Gardasil_Vac 0.5ml Pfs                  ,1404000,AHBBAAAA,1,86.5,80.14,1
12086,1404000ALAAAAAA,Shingles (H/Z)_Vac (Live) Pdr+0.5ml PFs ,1404000,ALAAAAAA,1,99.96,92.59,1
140226,1404000ALBBAAAA,Zostavax_Vac Pdr + 0.5ml Pfs            ,1404000,ALBBAAAA,4,399.84,370.36,4
5784147,1404000AMAAAAAA,HPV(6 11 16 18 31 33 45 52 58)_Vac 0.5ml,1404000,AMAAAAAA,1,105,97.27,1
2224830,1404000AMBBAAAA,Gardasil 9_Vac 0.5ml Pfs                ,1404000,AMBBAAAA,1,105,97.26,1
3073837,1404000APBBABAC,Meningitec_Vac 0.5ml Pfs                ,1404000,APBBABAC,3,12.99,12.03,3
881079,1404000APBDAAAC,NeisVac-C_Vac C 0.5ml Pfs               ,1404000,APBDAAAC,18,337.5,312.62,18
8105536,1404000AQAAAAAA,Meningoc_Vac Group B 0.5ml Pfs          ,1404000,AQAAAAAA,1,75,69.48,1
19970,1404000AQBBAAAA,Bexsero_Vac 0.5ml Pfs                   ,1404000,AQBBAAAA,2,225,208.43,3
13855,1404000E0AAAJAJ,Cholera_Vac Susp + Vehicle              ,1404000,E0AAAJAJ,1,26.35,24.43,2
